jMRUI Data Textfile

Filename: /Users/Georg/Documents/MATLAB/osprey/exampledata/sdat/UnEdited/derivatives/jMRUIFiles/mrs_sub-01_ses-01_press_sub-01_PRESS_35_act_jMRUI_A.TXT

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 5.000000E-01
ZeroOrderPhase: 0E+00
BeginTime: 0E+00
TransmitterFrequency: 1.277509E+08
MagneticField: 3.000467E+00
TypeOfNucleus: 0E+00
NameOfPatient: No Name
DateOfExperiment: 
Spectrometer: TrioTim
AdditionalInfo: jnear


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
0.00013372	-0.00012903	-0.00241267	0.03809365
-0.00014805	-0.00009738	-0.01564270	0.04827655
-0.00016139	0.00011034	-0.02106013	0.04524621
-0.00010253	-0.00016145	-0.00300872	0.04032741
-0.00039182	-0.00029583	-0.02873942	0.03271961
-0.00026517	-0.00013633	-0.02688736	0.04119105
-0.00017440	-0.00003103	-0.02992252	0.05164565
-0.00032915	-0.00006324	-0.02708100	0.04123742
0.00006880	0.00015944	-0.01839888	0.03154653
-0.00017233	0.00033896	-0.02450074	0.04270380
0.00007583	0.00014512	-0.01368215	0.03735201
-0.00018943	-0.00006839	-0.02488327	0.04094713
-0.00004026	0.00024703	-0.03963061	0.04286903
0.00016077	-0.00011604	-0.01957464	0.04041770
-0.00004951	-0.00012836	-0.01845624	0.03621194
-0.00011807	-0.00031694	-0.01918571	0.05416091
-0.00007623	-0.00004606	-0.02451796	0.04168473
-0.00016130	-0.00010777	-0.02476087	0.03972271
-0.00020534	0.00019033	-0.01408107	0.03660595
0.00034210	0.00001005	-0.01529542	0.04669091
0.00010228	0.00019876	-0.03511729	0.03732436
-0.00002264	-0.00003736	-0.03612208	0.04123422
-0.00021467	-0.00031102	-0.02964299	0.04114296
-0.00018452	-0.00018947	-0.02557677	0.04298489
-0.00029250	-0.00020882	-0.01382214	0.03695166
-0.00018709	0.00036588	-0.02119192	0.03883613
-0.00010270	0.00036224	-0.03423034	0.04022907
-0.00012848	-0.00007339	-0.02708921	0.04261227
0.00004166	0.00017925	-0.03946066	0.03367286
-0.00022880	0.00038384	-0.03176043	0.04488366
-0.00013655	0.00043884	-0.02898097	0.05235608
0.00002686	0.00015008	-0.01755511	0.02987628
0.00034358	0.00009555	-0.04589963	0.04370508
0.00014284	-0.00006985	-0.02822689	0.03158420
0.00010898	0.00024980	-0.03803350	0.04271577
-0.00012751	-0.00014552	-0.02184440	0.03605592
-0.00003692	0.00011677	-0.04130140	0.03874528
-0.00007972	0.00027945	-0.02018655	0.05410241
-0.00018081	-0.00009692	-0.03615165	0.03965419
-0.00026894	-0.00010878	-0.04066875	0.03747402
-0.00046425	0.00000601	-0.03532456	0.03004854
